,CS,FT,NE,SNE,SWF,SSWF,TYW,TC100,TC200,TC300,TC500,TC1000,NWPTY
20060409,0,2,2,0,0,0,0,0,0,0,0,0,0
20060410,0,2,2,0,0,0,0,0,0,0,0,0,0
20060411,0,2,2,0,0,0,0,0,0,0,0,0,0
20060412,0,2,2,0,0,0,0,0,0,0,0,0,0
20060413,0,1,2,0,0,0,0,0,0,0,0,0,0
20060414,0,2,3,1,0,0,0,0,0,0,0,0,0
20060415,0,3,4,2,0,0,0,0,0,0,0,0,0
20060416,0,4,4,3,0,0,0,0,0,0,0,0,0
20060417,0,4,3,3,0,0,0,0,0,0,0,0,0
20060418,0,4,3,3,0,0,0,0,0,0,0,0,0
20060419,0,5,3,3,0,0,0,0,0,0,0,0,0
20060420,0,6,3,3,0,0,0,0,0,0,0,0,0
20060421,0,6,3,3,0,0,0,0,0,0,0,0,0
20060422,0,6,3,3,0,0,0,0,0,0,0,0,0
20060423,0,6,3,3,0,0,0,0,0,0,0,0,0
20060424,0,6,2,2,0,0,0,0,0,0,0,0,0
20060425,0,6,1,1,0,0,0,0,0,0,0,0,0
20060426,0,5,0,0,0,0,0,0,0,0,0,0,0
20060427,0,5,0,0,0,0,0,0,0,0,0,0,0
20060428,0,6,0,0,0,0,0,0,0,0,0,0,0
20060429,0,6,1,0,0,0,0,0,0,0,0,0,0
20060430,0,6,1,0,0,0,0,0,0,0,0,0,0
20060501,0,7,1,0,0,0,0,0,0,0,0,0,0
20060502,0,7,1,0,1,1,0,0,0,0,0,0,0
20060503,0,8,1,0,2,1,0,0,0,0,0,0,0
20060504,0,8,1,0,3,1,0,0,0,0,0,0,0
20060505,0,7,1,0,3,1,0,0,0,0,0,0,0
20060506,0,7,1,0,4,2,0,0,0,0,0,0,0
20060507,0,6,1,0,5,2,0,0,0,0,0,0,0
20060508,0,6,1,0,6,2,0,0,0,0,0,0,1
20060509,0,5,0,0,7,2,0,0,0,0,0,0,2
20060510,0,4,0,0,8,2,0,0,0,0,0,0,3
20060511,0,3,0,0,9,2,0,0,0,0,0,0,4
20060512,0,4,0,0,8,1,0,0,0,0,0,0,5
20060513,0,3,0,0,7,1,0,0,0,0,0,1,6
20060514,0,3,1,1,6,1,0,0,0,0,0,2,7
20060515,0,4,1,1,6,1,0,0,0,0,0,3,8
20060516,0,4,2,2,5,0,0,0,0,0,0,4,9
20060517,0,5,3,3,5,0,1,0,0,0,0,5,10
20060518,0,4,3,3,5,1,2,0,0,0,1,6,10
20060519,0,4,3,3,5,2,3,0,0,1,2,7,10
20060520,0,4,3,3,5,2,3,0,0,1,2,8,10
20060521,0,4,3,3,4,2,3,0,0,1,2,8,9
20060522,0,3,3,3,5,3,3,0,0,1,2,8,8
20060523,0,3,3,3,6,4,3,0,0,1,2,7,7
20060524,0,3,3,2,7,4,3,0,0,1,2,6,6
20060525,0,3,3,2,8,4,3,0,0,1,2,5,5
20060526,0,4,2,1,9,4,3,0,0,1,2,4,4
20060527,0,3,1,0,9,5,2,0,0,1,2,3,3
20060528,0,4,1,0,9,5,1,0,0,1,1,2,2
20060529,0,5,1,0,9,5,0,0,0,0,0,1,1
20060530,0,6,1,0,9,6,0,0,0,0,0,0,0
20060531,0,7,1,0,10,7,0,0,0,0,0,0,0
20060601,0,8,1,0,10,7,0,0,0,0,0,0,0
20060602,0,9,1,0,10,7,0,0,0,0,0,0,0
20060603,0,9,0,0,10,8,0,0,0,0,0,0,0
20060604,0,9,0,0,10,9,0,0,0,0,0,0,0
20060605,0,8,0,0,10,10,0,0,0,0,0,0,0
20060606,0,8,0,0,10,10,0,0,0,0,0,0,0
20060607,0,8,0,0,10,10,0,0,0,0,0,0,0
20060608,0,8,0,0,10,10,0,0,0,0,0,0,0
20060609,0,8,0,0,10,10,0,0,0,0,0,0,0
20060610,0,8,0,0,10,10,0,0,0,0,0,0,0
20060611,0,8,0,0,10,10,0,0,0,0,0,0,0
20060612,0,8,0,0,10,10,0,0,0,0,0,0,0
20060613,0,8,0,0,10,10,0,0,0,0,0,0,0
20060614,0,8,0,0,10,10,0,0,0,0,0,0,0
20060615,0,8,0,0,10,10,0,0,0,0,0,0,0
20060616,0,9,0,0,10,10,0,0,0,0,0,0,0
20060617,0,9,0,0,10,9,0,0,0,0,0,0,0
20060618,0,8,0,0,10,8,0,0,0,0,0,0,0
20060619,0,7,0,0,9,7,0,0,0,0,0,0,0
20060620,0,6,0,0,8,6,0,0,0,0,0,0,0
20060621,0,5,0,0,7,5,0,0,0,0,0,0,0
20060622,0,4,0,0,6,4,0,0,0,0,0,0,0
20060623,0,3,0,0,5,3,0,0,0,0,0,0,1
20060624,0,2,0,0,4,2,0,0,0,0,0,0,2
20060625,0,2,0,0,3,1,0,0,0,0,0,0,3
20060626,0,1,0,0,2,0,0,0,0,0,0,0,4
20060627,0,0,0,0,1,0,0,0,0,0,0,1,5
20060628,0,0,0,0,0,0,0,0,0,0,0,2,6
20060629,0,0,0,0,0,0,0,0,0,0,0,3,7
20060630,0,0,0,0,0,0,0,0,0,0,0,3,8
20060701,0,0,0,0,0,0,0,0,0,0,0,3,9
20060702,0,0,0,0,0,0,0,0,0,0,0,3,10
20060703,0,0,0,0,0,0,0,0,0,0,0,3,10
20060704,0,0,0,0,1,1,0,0,0,0,0,3,10
20060705,0,0,0,0,2,2,0,0,0,0,0,3,10
20060706,0,0,0,0,3,3,0,0,0,0,0,4,10
20060707,0,0,0,0,4,4,0,0,0,0,0,4,10
20060708,0,0,0,0,5,5,1,0,0,0,0,4,10
20060709,0,0,0,0,6,6,2,0,0,0,1,4,10
20060710,0,0,0,0,7,7,2,0,0,0,2,5,10
20060711,0,0,0,0,8,8,2,0,0,0,2,5,10
20060712,0,0,0,0,9,8,3,0,0,0,2,6,10
20060713,0,0,0,0,9,8,4,0,0,1,3,7,10
20060714,0,0,0,0,9,8,5,1,1,2,4,8,10
20060715,0,0,0,0,9,8,6,2,2,3,5,9,10
20060716,0,0,0,0,9,8,6,2,2,3,5,9,10
20060717,0,0,0,0,9,8,6,2,2,3,5,9,10
20060718,0,0,0,0,9,8,5,2,2,3,5,8,10
20060719,0,0,0,0,9,7,4,2,2,3,4,7,10
20060720,0,0,0,0,8,6,4,2,2,3,3,6,10
20060721,0,0,0,0,7,5,4,2,2,3,3,6,10
20060722,0,0,0,0,6,5,3,2,2,3,3,5,10
20060723,0,0,0,0,6,5,2,2,2,2,2,5,10
20060724,0,0,0,0,5,4,2,1,1,1,2,5,10
20060725,0,0,0,0,4,3,2,1,1,1,2,5,10
20060726,0,0,0,0,4,3,3,2,2,2,3,5,10
20060727,0,0,0,0,4,3,3,2,2,2,4,5,10
20060728,0,0,0,0,4,3,3,2,2,2,4,6,10
20060729,0,0,0,0,4,4,3,2,2,2,4,6,10
20060730,0,0,0,0,4,4,3,2,2,2,4,6,10
20060731,0,0,0,0,4,4,3,2,2,2,4,7,10
20060801,0,0,0,0,4,4,3,2,2,2,4,8,10
20060802,0,0,0,0,4,4,3,2,2,2,4,8,10
20060803,0,0,0,0,4,4,2,2,2,2,3,8,10
20060804,0,0,0,0,5,5,1,1,1,1,2,8,10
20060805,0,0,0,0,5,5,0,0,0,0,1,7,10
20060806,0,0,0,0,5,5,0,0,0,0,0,6,10
20060807,0,0,0,0,5,4,0,0,0,0,0,6,10
20060808,0,0,0,0,5,3,1,0,0,0,1,7,10
20060809,0,0,0,0,5,3,2,1,1,1,2,8,10
20060810,0,0,0,0,5,3,3,2,2,2,3,8,10
20060811,0,0,0,0,5,3,4,2,3,3,4,8,10
20060812,0,0,0,0,5,3,4,2,3,3,5,8,10
20060813,0,0,0,0,5,3,4,2,3,3,5,8,10
20060814,0,0,0,0,4,2,4,2,3,3,5,8,10
20060815,0,0,0,0,3,1,4,2,3,3,5,8,10
20060816,0,0,0,0,3,1,4,2,3,3,5,8,10
20060817,0,0,0,0,3,2,4,2,3,3,5,7,10
20060818,0,0,0,0,3,3,3,2,3,3,4,6,10
20060819,0,0,0,0,4,3,2,1,2,2,3,5,10
20060820,0,0,0,0,5,3,1,0,1,1,2,4,10
20060821,0,0,0,0,5,3,0,0,0,0,1,3,10
20060822,0,0,0,0,5,3,0,0,0,0,0,2,10
20060823,0,0,0,0,6,4,0,0,0,0,0,1,10
20060824,0,0,0,0,7,5,0,0,0,0,0,1,10
20060825,0,0,0,0,8,6,0,0,0,0,0,2,10
20060826,0,0,0,0,8,5,0,0,0,0,0,3,10
20060827,0,0,0,0,8,4,0,0,0,0,0,3,9
20060828,0,0,0,0,7,3,0,0,0,0,0,3,8
20060829,0,0,0,0,6,3,0,0,0,0,0,3,7
20060830,0,0,0,0,5,3,0,0,0,0,0,3,6
20060831,0,0,0,0,6,3,0,0,0,0,0,3,5
20060901,0,0,0,0,7,3,0,0,0,0,0,3,4
20060902,0,0,0,0,7,2,0,0,0,0,0,3,3
20060903,0,0,0,0,7,1,0,0,0,0,0,2,2
20060904,0,0,0,0,7,0,0,0,0,0,0,1,1
20060905,0,0,0,0,7,0,0,0,0,0,0,0,0
20060906,0,0,0,0,7,0,0,0,0,0,0,0,0
20060907,0,1,0,0,8,0,0,0,0,0,0,0,0
20060908,0,2,1,0,9,0,0,0,0,0,0,0,0
20060909,0,2,1,0,10,0,0,0,0,0,0,0,0
20060910,0,2,2,1,9,0,0,0,0,0,0,0,1
20060911,0,2,3,2,9,0,0,0,1,1,1,1,2
20060912,0,2,3,2,9,0,0,0,1,1,2,2,3
20060913,0,2,3,2,9,0,0,0,1,1,2,3,4
20060914,0,2,3,2,9,0,0,0,1,1,2,4,5
20060915,0,2,4,2,9,0,1,0,1,1,3,5,6
20060916,0,2,5,3,9,0,2,0,1,2,4,6,7
20060917,0,1,5,3,9,0,3,0,1,3,5,7,8
20060918,0,0,4,3,9,1,3,0,1,3,5,8,9
20060919,0,0,5,3,8,1,3,0,1,3,5,8,10
20060920,0,0,5,2,8,1,3,0,1,3,5,8,10
20060921,0,0,4,1,7,1,3,0,0,2,4,7,10
20060922,0,0,4,1,6,1,3,0,0,2,3,6,10
20060923,0,0,5,1,5,1,3,0,0,2,3,5,10
20060924,0,0,6,2,4,1,3,0,0,2,3,4,10
20060925,0,0,6,3,3,1,2,0,0,2,2,3,10
20060926,0,0,6,2,2,1,1,0,0,1,1,2,10
20060927,0,0,7,2,1,1,0,0,0,0,0,1,10
20060928,0,0,8,2,0,0,0,0,0,0,0,1,10
20060929,0,0,7,2,0,0,0,0,0,0,0,2,10
20060930,0,0,6,2,0,0,0,0,0,0,0,3,10
20061001,0,0,7,3,0,0,0,0,0,0,0,3,10
20061002,0,0,8,4,0,0,0,0,0,0,0,3,10
20061003,0,0,8,5,0,0,0,0,0,0,0,3,10
20061004,0,0,8,5,0,0,0,0,0,0,0,3,10
20061005,0,0,7,4,0,0,0,0,0,0,0,3,10
20061006,0,0,6,4,0,0,0,0,0,0,0,3,10
20061007,0,0,5,4,0,0,0,0,0,0,0,3,10
20061008,0,0,5,4,0,0,0,0,0,0,0,2,9
20061009,0,0,6,4,0,0,0,0,0,0,0,1,9
20061010,0,0,7,4,0,0,0,0,0,0,0,0,9
20061011,0,0,6,3,0,0,0,0,0,0,0,0,9
20061012,0,0,5,2,0,0,0,0,0,0,0,0,9
20061013,0,0,5,1,0,0,0,0,0,0,0,0,9
20061014,0,0,5,0,0,0,0,0,0,0,0,0,9
20061015,0,0,6,0,0,0,0,0,0,0,0,0,9
20061016,0,0,7,0,0,0,0,0,0,0,0,0,9
20061017,0,0,7,0,0,0,0,0,0,0,0,0,9
20061018,0,0,6,0,0,0,0,0,0,0,0,0,10
20061019,0,0,5,0,0,0,0,0,0,0,0,0,9
20061020,0,0,4,0,0,0,0,0,0,0,0,0,8
20061021,0,0,5,0,0,0,0,0,0,0,0,0,7
20061022,0,0,5,0,0,0,0,0,0,0,0,0,6
20061023,0,0,4,0,0,0,0,0,0,0,0,0,5
20061024,0,1,4,1,0,0,0,0,0,0,0,0,4
20061025,0,1,4,1,0,0,0,0,0,0,0,0,3
20061026,0,1,4,2,0,0,0,0,0,0,0,0,3
20061027,0,1,5,3,0,0,0,0,0,0,0,0,3
20061028,0,1,6,4,0,0,0,0,0,0,0,0,3
20061029,0,1,7,4,0,0,0,0,0,0,0,1,4
20061030,0,1,8,5,0,0,0,0,0,0,0,2,5
20061031,0,1,8,6,0,0,0,0,0,0,0,3,6
20061101,0,1,9,7,0,0,0,0,0,0,0,4,7
20061102,0,2,10,8,0,0,0,0,0,0,0,5,8
20061103,0,1,10,8,0,0,0,0,0,0,0,6,9
20061104,0,1,10,8,0,0,0,0,0,0,0,7,10
20061105,0,1,9,7,0,0,0,0,0,0,0,8,10
20061106,0,1,8,6,0,0,0,0,0,0,0,9,10
20061107,0,1,8,6,0,0,0,0,0,0,0,9,10
20061108,0,1,8,6,0,0,0,0,0,0,0,8,10
20061109,0,1,7,5,0,0,0,0,0,0,0,7,10
20061110,0,1,6,4,0,0,0,0,0,0,0,6,10
20061111,0,1,5,3,0,0,0,0,0,0,0,6,10
20061112,0,0,5,3,0,0,0,0,0,0,0,6,10
20061113,0,0,4,2,0,0,0,0,0,0,0,6,10
20061114,0,0,3,2,0,0,0,0,0,0,0,5,10
20061115,0,0,4,3,0,0,0,0,0,0,0,4,10
20061116,0,0,5,4,0,0,0,0,0,0,0,3,10
20061117,0,0,4,3,0,0,0,0,0,0,0,3,9
20061118,0,0,3,3,0,0,0,0,0,0,0,3,8
20061119,0,0,3,3,0,0,0,0,0,0,0,3,7
20061120,0,1,4,3,0,0,0,0,0,0,0,3,6
20061121,0,2,5,4,0,0,0,0,0,0,0,2,5
20061122,0,2,5,3,0,0,0,0,0,0,0,1,4
20061123,0,3,5,3,0,0,0,0,0,0,0,0,3
20061124,0,3,5,3,0,0,0,0,0,0,0,0,2
20061125,0,3,5,2,0,0,0,0,0,0,0,0,2
20061126,0,3,4,1,0,0,0,0,0,0,0,0,2
20061127,0,3,4,1,0,0,0,0,0,0,0,0,3
20061128,0,4,5,2,0,0,0,0,0,0,0,0,4
20061129,0,4,6,3,0,0,0,0,0,0,0,0,5
20061130,0,3,6,4,0,0,0,0,0,0,0,0,6
20061201,0,2,6,4,0,0,0,0,0,0,0,1,7
20061202,0,2,6,5,0,0,0,0,0,0,0,2,8
20061203,0,1,7,6,0,0,0,0,0,0,0,2,9
20061204,0,1,8,7,0,0,0,0,0,0,0,2,10
20061205,0,1,8,8,0,0,0,0,0,0,0,2,10
20061206,0,1,9,9,0,0,0,0,0,0,0,2,10
20061207,0,1,10,9,0,0,0,0,0,0,0,2,10
20061208,0,0,10,8,0,0,0,0,0,0,0,2,10
20061209,0,0,10,8,0,0,0,0,0,0,0,2,10
20061210,0,0,10,8,0,0,0,0,0,0,0,2,10
20061211,0,0,10,8,0,0,0,0,0,0,0,1,10
20061212,0,0,9,7,0,0,0,0,0,0,0,1,10
20061213,0,0,8,6,0,0,0,0,0,0,0,2,10
20061214,0,1,8,6,0,0,0,0,0,0,0,2,10
20061215,0,2,8,6,0,0,0,0,0,0,0,3,10
20061216,0,2,8,6,0,0,0,0,0,0,0,4,10
20061217,0,2,7,6,0,0,0,0,0,0,0,4,10
20061218,0,2,7,7,0,0,0,0,0,0,0,4,10
20061219,0,2,7,7,0,0,0,0,0,0,0,4,10
20061220,0,2,7,7,0,0,0,0,0,0,0,4,10
20061221,0,2,7,7,0,0,0,0,0,0,0,4,10
20061222,0,2,8,8,0,0,0,0,0,0,0,3,9
20061223,0,2,9,9,0,0,0,0,0,0,0,2,8
20061224,0,1,9,9,0,0,0,0,0,0,0,2,7
20061225,0,0,8,8,0,0,0,0,0,0,0,1,6
20061226,0,0,7,7,0,0,0,0,0,0,0,0,5
20061227,0,0,7,7,0,0,0,0,0,0,0,0,4
20061228,0,0,7,7,0,0,0,0,0,0,0,0,3
20061229,0,0,7,7,0,0,0,0,0,0,0,0,2
20061230,0,0,7,7,0,0,0,0,0,0,0,0,1
20061231,0,0,6,6,0,0,0,0,0,0,0,0,0
20070101,0,0,5,5,0,0,0,0,0,0,0,0,0
20070102,0,0,4,4,0,0,0,0,0,0,0,0,0
20070103,0,0,4,4,0,0,0,0,0,0,0,0,0
20070104,0,0,5,5,0,0,0,0,0,0,0,0,0
20070105,0,1,6,6,0,0,0,0,0,0,0,0,0
20070106,0,1,6,6,0,0,0,0,0,0,0,0,0
20070107,0,1,6,6,0,0,0,0,0,0,0,0,0
20070108,0,1,6,6,0,0,0,0,0,0,0,0,0
20070109,0,1,6,6,0,0,0,0,0,0,0,0,0
20070110,0,1,7,6,0,0,0,0,0,0,0,0,0
20070111,0,1,8,7,0,0,0,0,0,0,0,0,0
20070112,0,1,9,7,0,0,0,0,0,0,0,0,0
20070113,0,1,9,7,0,0,0,0,0,0,0,0,0
20070114,0,1,9,7,0,0,0,0,0,0,0,0,0
20070115,0,0,8,6,0,0,0,0,0,0,0,0,0
20070116,0,0,8,6,0,0,0,0,0,0,0,0,0
20070117,0,0,7,5,0,0,0,0,0,0,0,0,0
20070118,0,1,7,5,0,0,0,0,0,0,0,0,0
20070119,0,2,7,5,0,0,0,0,0,0,0,0,0
20070120,0,3,7,6,0,0,0,0,0,0,0,0,0
20070121,0,4,7,6,0,0,0,0,0,0,0,0,0
20070122,0,5,7,7,0,0,0,0,0,0,0,0,0
20070123,0,6,7,7,0,0,0,0,0,0,0,0,0
20070124,0,7,6,6,0,0,0,0,0,0,0,0,0
20070125,0,7,7,7,0,0,0,0,0,0,0,0,0
20070126,0,7,7,7,0,0,0,0,0,0,0,0,0
20070127,0,7,8,8,0,0,0,0,0,0,0,0,0
20070128,0,6,8,8,0,0,0,0,0,0,0,0,0
20070129,1,5,7,7,0,0,0,0,0,0,0,0,0
20070130,2,4,6,6,0,0,0,0,0,0,0,0,0
20070131,2,3,6,5,0,0,0,0,0,0,0,0,0
20070201,2,2,5,4,0,0,0,0,0,0,0,0,0
20070202,3,1,5,4,0,0,0,0,0,0,0,0,0
20070203,3,0,6,4,0,0,0,0,0,0,0,0,0
20070204,3,0,5,3,0,0,0,0,0,0,0,0,0
20070205,3,0,5,3,0,0,0,0,0,0,0,0,0
20070206,3,0,4,2,0,0,0,0,0,0,0,0,0
20070207,3,0,3,1,0,0,0,0,0,0,0,0,0
20070208,2,0,3,1,0,0,0,0,0,0,0,0,0
20070209,1,0,3,1,0,0,0,0,0,0,0,0,0
20070210,1,0,2,1,0,0,0,0,0,0,0,0,0
20070211,1,1,3,2,0,0,0,0,0,0,0,0,0
20070212,0,1,3,1,0,0,0,0,0,0,0,0,0
20070213,0,1,2,1,0,0,0,0,0,0,0,0,0
20070214,0,1,2,1,0,0,0,0,0,0,0,0,0
20070215,0,2,3,2,0,0,0,0,0,0,0,0,0
20070216,0,2,3,2,0,0,0,0,0,0,0,0,0
20070217,0,2,3,2,0,0,0,0,0,0,0,0,0
20070218,0,2,3,2,0,0,0,0,0,0,0,0,0
20070219,0,3,4,3,0,0,0,0,0,0,0,0,0
20070220,0,4,5,4,0,0,0,0,0,0,0,0,0
20070221,0,3,5,3,0,0,0,0,0,0,0,0,0
20070222,0,4,5,3,0,0,0,0,0,0,0,0,0
20070223,0,5,5,3,0,0,0,0,0,0,0,0,0
20070224,0,6,6,3,0,0,0,0,0,0,0,0,0
20070225,0,5,5,2,0,0,0,0,0,0,0,0,0
20070226,0,6,5,2,0,0,0,0,0,0,0,0,0
20070227,0,6,6,2,0,0,0,0,0,0,0,0,0
20070228,0,6,7,3,0,0,0,0,0,0,0,0,0
20070301,0,5,6,2,0,0,0,0,0,0,0,0,0
20070302,0,4,5,1,0,0,0,0,0,0,0,0,0
20070303,0,4,4,1,0,0,0,0,0,0,0,0,0
20070304,0,3,3,1,0,0,0,0,0,0,0,0,0
20070305,0,2,3,1,0,0,0,0,0,0,0,0,0
20070306,0,2,3,2,0,0,0,0,0,0,0,0,0
20070307,0,2,4,3,0,0,0,0,0,0,0,0,0
20070308,0,1,5,4,0,0,0,0,0,0,0,0,0
20070309,0,1,5,5,0,0,0,0,0,0,0,0,0
20070310,0,1,5,4,0,0,0,0,0,0,0,0,0
20070311,0,1,6,4,0,0,0,0,0,0,0,0,0
20070312,0,2,7,5,0,0,0,0,0,0,0,0,0
20070313,0,3,7,5,0,0,0,0,0,0,0,0,0
20070314,0,4,8,5,0,0,0,0,0,0,0,0,0
20070315,0,4,8,5,0,0,0,0,0,0,0,0,0
20070316,0,3,7,4,0,0,0,0,0,0,0,0,0
20070317,0,3,7,4,0,0,0,0,0,0,0,0,0
20070318,0,4,7,4,0,0,0,0,0,0,0,0,0
20070319,0,5,7,3,0,0,0,0,0,0,0,0,0
20070320,0,6,7,4,0,0,0,0,0,0,0,0,0
20070321,0,6,7,5,0,0,0,0,0,0,0,0,0
20070322,0,5,7,4,0,0,0,0,0,0,0,0,0
20070323,0,4,7,4,0,0,0,0,0,0,0,0,0
20070324,0,3,6,4,0,0,0,0,0,0,0,0,0
20070325,0,3,6,4,0,0,0,0,0,0,0,0,0
20070326,0,4,7,4,0,0,0,0,0,0,0,0,0
20070327,0,5,6,3,0,0,0,0,0,0,0,0,0
20070328,0,5,6,2,0,0,0,0,0,0,0,0,0
20070329,0,4,5,2,0,0,0,0,0,0,0,0,0
20070330,0,3,4,1,0,0,0,0,0,0,0,0,0
20070331,0,3,3,0,0,0,0,0,0,0,0,0,1
20070401,0,3,2,0,0,0,0,0,0,0,0,0,2
20070402,0,3,2,0,0,0,0,0,0,0,0,0,3
20070403,0,4,3,1,0,0,0,0,0,0,0,0,4
20070404,0,4,4,2,0,0,0,0,0,0,0,0,5
20070405,0,3,3,2,0,0,0,0,0,0,0,0,6
20070406,0,2,3,2,0,0,0,0,0,0,0,0,7
20070407,0,1,2,2,0,0,0,0,0,0,0,0,8
20070408,0,1,3,2,0,0,0,0,0,0,0,0,8
20070409,0,2,4,2,0,0,0,0,0,0,0,0,8
20070410,0,2,4,2,0,0,0,0,0,0,0,0,7
20070411,0,3,5,2,0,0,0,0,0,0,0,0,6
20070412,0,3,6,2,0,0,0,0,0,0,0,0,5
20070413,0,2,5,1,0,0,0,0,0,0,0,0,4
20070414,0,2,4,0,0,0,0,0,0,0,0,0,3
20070415,0,2,4,0,0,0,0,0,0,0,0,0,2
20070416,0,3,4,0,0,0,0,0,0,0,0,0,1
20070417,0,3,5,0,0,0,0,0,0,0,0,0,0
20070418,0,3,4,0,0,0,0,0,0,0,0,0,0
20070419,0,3,3,0,0,0,0,0,0,0,0,0,0
20070420,0,3,3,0,0,0,0,0,0,0,0,0,0
20070421,0,2,2,0,0,0,0,0,0,0,0,0,0
20070422,0,2,1,0,0,0,0,0,0,0,0,0,0
20070423,0,2,1,0,0,0,0,0,0,0,0,0,0
20070424,0,3,2,0,0,0,0,0,0,0,0,0,0
20070425,0,4,3,0,0,0,0,0,0,0,0,0,0
20070426,0,4,4,0,0,0,0,0,0,0,0,0,0
20070427,0,4,3,0,0,0,0,0,0,0,0,0,0
20070428,0,4,4,0,0,0,0,0,0,0,0,0,0
20070429,0,4,5,1,0,0,0,0,0,0,0,0,0
20070430,0,5,5,1,0,0,0,0,0,0,0,0,0
20070501,0,6,5,1,0,0,0,0,0,0,0,0,0
20070502,0,7,5,1,1,0,0,0,0,0,0,0,0
20070503,0,7,5,1,1,0,0,0,0,0,0,0,0
20070504,0,6,4,1,1,0,0,0,0,0,0,0,0
20070505,0,5,3,1,2,0,0,0,0,0,0,0,0
20070506,0,5,2,1,3,1,0,0,0,0,0,0,0
20070507,0,6,2,1,3,1,0,0,0,0,0,0,0
20070508,0,6,1,1,3,1,0,0,0,0,0,0,0
20070509,0,5,0,0,3,1,0,0,0,0,0,0,0
20070510,0,4,0,0,3,1,0,0,0,0,0,0,0
20070511,0,3,0,0,3,1,0,0,0,0,0,0,0
20070512,0,2,0,0,2,1,0,0,0,0,0,0,0
20070513,0,2,0,0,2,1,0,0,0,0,0,0,0
20070514,0,3,0,0,2,1,0,0,0,0,0,0,0
20070515,0,4,0,0,1,1,0,0,0,0,0,0,0
20070516,0,3,0,0,1,0,0,0,0,0,0,0,1
20070517,0,2,0,0,2,0,0,0,0,0,0,0,2
20070518,0,3,0,0,3,0,0,0,0,0,0,0,3
20070519,0,4,0,0,4,0,0,0,0,0,0,0,4
20070520,0,5,0,0,5,1,0,0,0,0,0,0,5
20070521,0,6,0,0,6,2,0,0,0,0,0,0,6
20070522,0,7,0,0,7,3,0,0,0,0,0,0,7
20070523,0,8,0,0,8,4,0,0,0,0,0,0,8
20070524,0,8,0,0,9,5,0,0,0,0,0,0,9
20070525,0,7,0,0,10,6,0,0,0,0,0,0,10
20070526,0,7,0,0,10,7,0,0,0,0,0,0,10
20070527,0,8,0,0,10,7,0,0,0,0,0,0,9
20070528,0,7,0,0,10,7,0,0,0,0,0,0,8
20070529,0,7,0,0,10,7,0,0,0,0,0,0,7
20070530,0,7,0,0,10,6,0,0,0,0,0,0,6
20070531,0,7,1,0,10,5,0,0,0,0,0,0,5
20070601,0,6,1,0,10,4,0,0,0,0,0,0,4
20070602,0,5,1,0,10,3,0,0,0,0,0,0,3
20070603,0,5,1,0,10,2,0,0,0,0,0,0,2
20070604,0,6,1,0,10,1,0,0,0,0,0,0,1
20070605,0,7,1,0,10,0,0,0,0,0,0,0,0
20070606,0,7,1,0,10,1,0,0,0,0,0,0,0
20070607,0,8,1,0,10,2,0,0,0,0,0,0,0
20070608,0,8,1,0,10,3,0,0,0,0,0,0,0
20070609,0,8,1,0,10,4,0,0,0,0,0,0,0
20070610,0,8,0,0,10,5,0,0,0,0,0,0,0
20070611,0,9,0,0,10,6,0,0,0,0,0,0,0
20070612,0,10,0,0,10,7,0,0,0,0,0,0,0
20070613,0,10,0,0,10,8,0,0,0,0,0,0,0
20070614,0,10,0,0,10,9,0,0,0,0,0,0,0
20070615,0,9,0,0,10,10,0,0,0,0,0,0,0
20070616,0,9,0,0,10,9,0,0,0,0,0,0,0
20070617,0,9,0,0,10,8,0,0,0,0,0,0,0
20070618,0,8,0,0,10,7,0,0,0,0,0,0,0
20070619,0,7,0,0,9,6,0,0,0,0,0,0,0
20070620,0,6,0,0,8,5,0,0,0,0,0,0,0
20070621,0,5,0,0,7,4,0,0,0,0,0,0,0
20070622,0,4,0,0,6,3,0,0,0,0,0,0,0
20070623,0,3,0,0,5,2,0,0,0,0,0,0,0
20070624,0,2,0,0,5,1,0,0,0,0,0,0,0
20070625,0,2,0,0,5,0,0,0,0,0,0,0,0
20070626,0,1,0,0,5,0,0,0,0,0,0,0,0
20070627,0,0,0,0,5,1,0,0,0,0,0,0,0
20070628,0,0,0,0,5,2,0,0,0,0,0,0,0
20070629,0,0,0,0,6,3,0,0,0,0,0,0,0
20070630,0,0,0,0,7,4,0,0,0,0,0,0,0
20070701,0,0,0,0,7,4,0,0,0,0,0,0,0
20070702,0,0,0,0,7,4,0,0,0,0,0,0,0
20070703,0,0,0,0,7,4,0,0,0,0,0,0,0
20070704,0,0,0,0,6,4,0,0,0,0,0,0,1
20070705,0,0,0,0,6,5,0,0,0,0,0,0,2
20070706,0,0,0,0,6,6,0,0,0,0,0,0,3
20070707,0,0,0,0,6,6,0,0,0,0,0,0,4
20070708,0,0,0,0,5,5,0,0,0,0,0,0,5
20070709,0,0,0,0,4,4,0,0,0,0,0,0,6
20070710,0,0,0,0,4,3,0,0,0,0,0,0,7
20070711,0,0,0,0,5,3,0,0,0,0,0,0,8
20070712,0,0,0,0,6,3,0,0,0,0,0,1,9
20070713,0,0,0,0,7,3,0,0,0,0,0,2,10
20070714,0,0,0,0,8,3,0,0,0,0,0,3,10
20070715,0,0,0,0,8,2,0,0,0,0,0,4,10
20070716,0,0,0,0,8,2,0,0,0,0,0,4,10
